dataset,target_model,budget,source,analysis_target,family,method,crc,n1,seeds,coverage_mean,coverage_variance,coverage_mse_to_target,coverage_bias,size_mean,infinite_rate_mean,expected_cost_mean,realized_cost_mean,conditional_variance_mean,split_budget_valid_rate,crc_selector_valid_rate,static_coverage_variance,static_coverage_mse_to_target,coverage_variance_ratio_to_static,coverage_mse_to_target_ratio_to_static
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Oracle,Oracle,False,,50,0.9013266706466675,3.962577570409339e-05,4.0593315194740516e-05,0.0013266706466674716,4.872166662216187,,126.15182666666665,,,,,0.00044785843866614104,0.0004403734483340143,0.08847835003871095,0.09217929770359659
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,50.0,50,0.9010600006580353,4.626161103402759e-05,4.6459980208382185e-05,0.0010600006580352428,4.883479995727539,,9.996499436284301,,3.927687237804462e-07,0.5,,0.00044785843866614104,0.0004403734483340143,0.10329516436445581,0.1055013202638485
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,100.0,50,0.9009066677093506,4.1202006283947805e-05,4.120001249344784e-05,0.0009066677093505504,4.8924666595458985,,10.004138900617601,,2.9000216182814666e-06,0.56,,0.00044785843866614104,0.0004403734483340143,0.09199783397329732,0.09355698589302429
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,200.0,50,0.9002733302116394,0.00012476505519636163,0.00012234446349702915,0.00027333021163933324,4.931779990196228,,10.011562787085658,,7.092145224131415e-05,0.48,,0.00044785843866614104,0.0004403734483340143,0.2785814543719439,0.2778198003532524
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,50.0,50,0.9019400024414063,3.515960266529487e-05,3.8220020084651095e-05,0.0019400024414062411,4.844466629028321,,9.480005511948395,,6.974244858824305e-06,0.86,1.0,0.00044785843866614104,0.0004403734483340143,0.07850606269697828,0.08679001931029681
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,100.0,50,0.9014933323860168,4.7357158346571506e-05,4.864005679476672e-05,0.001493332386016788,4.8611799907684325,,9.729112616635977,,1.2900330507302003e-05,0.84,1.0,0.00044785843866614104,0.0004403734483340143,0.10574135543279158,0.11045183804513624
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,200.0,50,0.8987599956989288,0.00014031756911209227,0.0001390488283965255,-0.0012400043010711848,5.035599975585938,,9.828061568835054,,9.137130700041802e-05,0.98,1.0,0.00044785843866614104,0.0004403734483340143,0.3133078602470923,0.3157520711627005
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,50.0,50,0.901480004787445,3.174222048245406e-05,3.32977902436652e-05,0.0014800047874450328,4.868126649856567,,10.005779915528288,,7.446800458295994e-07,0.58,,0.00044785843866614104,0.0004403734483340143,0.0708755663441155,0.07561262008332868
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,100.0,50,0.9013199985027314,3.952820237090755e-05,4.048003437070229e-05,0.0013199985027313454,4.868720006942749,,10.00891055036117,,1.0877724801165517e-05,0.62,,0.00044785843866614104,0.0004403734483340143,0.08826048357743262,0.09192205961518143
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,200.0,50,0.8972466647624969,0.00021396734700774875,0.00021726885499766987,-0.002753335237503096,5.171673350334167,,10.020160766471582,,0.00010703085375652744,0.42,,0.00044785843866614104,0.0004403734483340143,0.47775664927741174,0.49337410286570194
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,50.0,50,0.901486667394638,4.3225452967429164e-05,4.457112385036042e-05,0.001486667394637986,4.864246644973755,,9.48356229670207,,6.7882581127098885e-06,0.88,1.0,0.00044785843866614104,0.0004403734483340143,0.09651588367111656,0.1012121053596177
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,100.0,50,0.9010199987888337,4.7879444977205e-05,4.796225360688286e-05,0.0010199987888336315,4.884639987945556,,9.718335964376006,,1.3584152990795451e-05,0.84,1.0,0.00044785843866614104,0.0004403734483340143,0.10690754230243954,0.1089126826068416
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,200.0,50,0.8980333352088928,0.0001812936931232496,0.00018153558966136526,-0.0019666647911071866,5.107139987945557,,9.831836718269226,,0.00012079879754370646,0.94,1.0,0.00044785843866614104,0.0004403734483340143,0.40480133334809426,0.4122310060884375
autoif,llama_31_8B_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Static,Static,False,,50,0.89878666639328,0.00044785843866614104,0.0004403734483340143,-0.0012133336067200462,5.138786668777466,,6.512949584935333,,0.00054630635529252,1.0,,0.00044785843866614104,0.0004403734483340143,1.0,1.0
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block,False,,50,0.897906665802002,0.00021788673627093407,0.00021791104961002355,-0.0020933341979980646,5.126859998703003,,19.667305574244182,,0.000161842326256866,1.0,,0.00028808248812748277,0.0002825843528898702,0.7563345404546578,0.7711362903909568
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,50.0,50,0.8974400007724762,0.0003746869391103397,0.00037374679637305555,-0.0025599992275238126,5.200786643028259,,12.89300806477539,,0.00028909470972800997,1.0,1.0,0.00028808248812748277,0.0002825843528898702,1.3006237954475475,1.32260258769074
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,100.0,50,0.897133333683014,0.0002495828128112629,0.00025280893232798026,-0.0028666663169860662,5.15743332862854,,16.51469460563804,,0.00022484742625881196,1.0,1.0,0.00028808248812748277,0.0002825843528898702,0.8663588489308558,0.8946317435576692
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,200.0,50,0.8969600009918213,0.000273943850934348,0.00027770656788538863,-0.003039999008178751,5.182920007705689,,18.26915998654951,,0.000220756906453612,0.94,1.0,0.00028808248812748277,0.0002825843528898702,0.95092156664907,0.9827386585470903
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,50.0,50,0.9009666693210602,4.451812712270295e-05,4.456221415652776e-05,0.000966669321060154,4.88629334449768,,20.123478984594204,,8.665032038150463e-08,0.48,,0.00028808248812748277,0.0002825843528898702,0.15453256951530742,0.15769526408949722
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,100.0,50,0.9010400032997131,4.4991555176827826e-05,4.5173330936705403e-05,0.0010400032997130992,4.8834333419799805,,20.106036227208754,,4.628174564270056e-08,0.52,,0.00028808248812748277,0.0002825843528898702,0.15617594623425388,0.1598578635891794
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,200.0,50,0.9009733366966247,4.462965006718947e-05,4.468444139084198e-05,0.0009733366966246937,4.886346673965454,,20.128015324007457,,3.3529512993229415e-17,0.4,,0.00028808248812748277,0.0002825843528898702,0.15491969108320072,0.1581277977137558
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,50.0,50,0.9016600024700164,3.0940969913007655e-05,3.307775871520822e-05,0.0016600024700164084,4.870359973907471,,18.940222024140336,,4.211169184330373e-06,0.8,1.0,0.00028808248812748277,0.0002825843528898702,0.10740316120609039,0.11705445958679604
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,100.0,50,0.9016399991512298,3.7990191670376565e-05,3.9919985053003544e-05,0.0016399991512298095,4.857966661453247,,19.618535213196505,,4.632149164429149e-06,0.68,1.0,0.00028808248812748277,0.0002825843528898702,0.13187261717055526,0.14126749993323695
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,200.0,50,0.9016800010204316,4.151005923391024e-05,4.3502261477882875e-05,0.0016800010204315319,4.858479995727539,,19.914339265345035,,9.001868929515152e-06,0.64,1.0,0.00028808248812748277,0.0002825843528898702,0.14409088002440862,0.15394433921412745
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Oracle,Oracle,False,,50,0.9013266706466675,3.962577570409339e-05,4.0593315194740516e-05,0.0013266706466674716,4.872166662216187,,126.15182666666665,,,,,0.00028808248812748277,0.0002825843528898702,0.13755010226986833,0.14365025798353628
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,50.0,50,0.9009933364391327,4.478679131086581e-05,4.487777276595721e-05,0.000993336439132686,4.886213340759277,,20.111735786642488,,3.364555103660097e-17,0.5,,0.00028808248812748277,0.0002825843528898702,0.155465164168697,0.15881195227906741
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,100.0,50,0.9009733366966247,4.462965006718947e-05,4.468444139084198e-05,0.0009733366966246937,4.886346673965454,,20.096523901938735,,3.344325951973006e-17,0.52,,0.00028808248812748277,0.0002825843528898702,0.15491969108320072,0.1581277977137558
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual,False,200.0,50,0.9009733366966247,4.462965006718947e-05,4.468444139084198e-05,0.0009733366966246937,4.886346673965454,,20.124383752284725,,3.355442886506428e-17,0.4,,0.00028808248812748277,0.0002825843528898702,0.15491969108320072,0.1581277977137558
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,50.0,50,0.9016266679763794,3.455163766870089e-05,3.650665362070498e-05,0.0016266679763793368,4.867593307495117,,18.941661654390046,,4.060083755527391e-06,0.82,1.0,0.00028808248812748277,0.0002825843528898702,0.11993661222965778,0.12918851750766427
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,100.0,50,0.9014266657829285,4.3460473458614044e-05,4.462663924562054e-05,0.0014266657829284934,4.868779983520508,,19.62465543104699,,4.5269084523429395e-06,0.7,1.0,0.00028808248812748277,0.0002825843528898702,0.15086121249890705,0.15792324942709263
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Residual,Residual + CRC,True,200.0,50,0.9015866684913635,4.1217978263420806e-05,4.291113559963809e-05,0.0015866684913634632,4.862346649169922,,19.917225930769433,,8.920317186529033e-06,0.64,1.0,0.00028808248812748277,0.0002825843528898702,0.14307700038046378,0.1518524828455791
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,50.0,50,0.9009266698360443,4.4418536974550485e-05,4.438888322009379e-05,0.0009266698360442804,4.889126672744751,,20.092514712761865,,3.4266929047374916e-17,0.46,,0.00028808248812748277,0.0002825843528898702,0.1541868694042045,0.15708188640364382
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,100.0,50,0.9009266698360443,4.4418536974550485e-05,4.438888322009379e-05,0.0009266698360442804,4.889126672744751,,20.099853479750553,,3.4234866793288656e-17,0.5,,0.00028808248812748277,0.0002825843528898702,0.1541868694042045,0.15708188640364382
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix,False,200.0,50,0.9009266698360443,4.4418536974550485e-05,4.438888322009379e-05,0.0009266698360442804,4.889126672744751,,20.090051585279447,,3.447671530981072e-17,0.44,,0.00028808248812748277,0.0002825843528898702,0.1541868694042045,0.15708188640364382
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,50.0,50,0.9014200019836426,3.977691668127374e-05,4.099778398119704e-05,0.0014200019836425604,4.87197998046875,,18.991762202088115,,3.998319481420903e-06,0.8,1.0,0.00028808248812748277,0.0002825843528898702,0.1380747470622775,0.14508157851604347
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,100.0,50,0.9015133333206177,4.1751533346572846e-05,4.3206680418932995e-05,0.0015133333206176491,4.864426651000977,,19.64306239683004,,4.421528899424159e-06,0.72,1.0,0.00028808248812748277,0.0002825843528898702,0.14492909172631446,0.15289834690801743
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Soft-prefix,Soft-prefix + CRC,True,200.0,50,0.9014400029182434,4.54078993056626e-05,4.657334972409879e-05,0.0014400029182434215,4.869473314285278,,19.86826183013777,,9.091395908154742e-06,0.7,1.0,0.00028808248812748277,0.0002825843528898702,0.15762117163320463,0.16481220296811525
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_lpb_unified_aht_v1,0.9,Static,Static,False,,50,0.9005133366584778,0.00028808248812748277,0.0002825843528898702,0.0005133366584777477,4.9739000034332275,,13.025899169870666,,0.00025282843751342997,1.0,,0.00028808248812748277,0.0002825843528898702,1.0,1.0
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block,False,,50,0.8991066634654998,0.0005719974425985068,0.0005613555439104094,-0.0008933365345001887,4.298933320045471,,9.503528781735376,,0.00034199407815833005,1.0,,0.0006962188659452719,0.000689228938679477,0.8215770508055581,0.8144689121526648
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,50.0,50,0.8799533319473266,0.0028281092683152672,0.0031734159829630367,-0.02004666805267341,6.113699960708618,,2.3472883122185504,,0.0030925031505276437,1.0,1.0,0.0006962188659452719,0.000689228938679477,4.062098007751456,4.604298811136862
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,100.0,50,0.896953330039978,0.0006356554340064295,0.0006322245231716013,-0.003046669960022008,4.450059990882874,,6.1125085976144335,,0.0008086134454173581,1.0,1.0,0.0006962188659452719,0.000689228938679477,0.9130109296067205,0.9172924810483251
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Endpoint/block,Endpoint/block + CRC,True,200.0,50,0.8948933327198029,0.0005953627031984466,0.000609533499845114,-0.0051066672801971524,4.563173317909241,,8.018463157672608,,0.0007862319229482459,1.0,1.0,0.0006962188659452719,0.000689228938679477,0.8551372740957104,0.8843701499431308
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,50.0,50,0.8996266651153565,7.924095153564587e-05,7.77955114410248e-05,-0.00037333488464352804,4.1012266778945925,,10.015294766209395,,1.7351894309664857e-06,0.46,,0.0006962188659452719,0.000689228938679477,0.11381615094279103,0.11287325165144185
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,100.0,50,0.8987599968910217,9.348766768281935e-05,9.315552203943882e-05,-0.001240003108978316,4.16952000617981,,10.037589581828287,,7.501258250457651e-06,0.48,,0.0006962188659452719,0.000689228938679477,0.1342791358517541,0.1351590405038991
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain,False,200.0,50,0.8973400032520295,0.0001227005520388749,0.00012732212369731156,-0.002659996747970572,4.256046681404114,,10.014703806123876,,7.207079976071324e-05,0.42,,0.0006962188659452719,0.000689228938679477,0.1762384762042919,0.18473125046265967
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,50.0,50,0.8992333340644837,7.455439618200099e-05,7.365108491504218e-05,-0.0007666659355163308,4.124200010299683,,9.368784831033127,,1.156326869322455e-05,0.86,1.0,0.0006962188659452719,0.000689228938679477,0.10708471118601018,0.10686011683745233
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,100.0,50,0.8993599998950959,7.722825375046206e-05,7.609328880973022e-05,-0.0006400001049041704,4.1320400094985965,,9.781116662198137,,1.3931193806948469e-05,0.74,1.0,0.0006962188659452719,0.000689228938679477,0.11092525285939721,0.11040350243493922
autoif,qwen25_14b_instruct,10.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_qwen25_14b_instruct_judge_autoif_10_calibration_lpb_unified_aht_v1,0.9,Information-gain,Information-gain + CRC,True,200.0,50,0.8971799993515015,0.00013126623253202532,0.0001365933115389171,-0.002820000648498522,4.280833349227906,,9.823527322293653,,7.981527698798402e-05,1.0,1.0,0.0006962188659452719,0.000689228938679477,0.18854161952908619,0.19818278640566375
